   1.1499045E-082   1.2217203E-080   1.1595097E-078   9.8303338E-077   7.4447819E-075   5.0364419E-073   3.0435599E-071   1.6429482E-069   7.9222279E-068   3.4123170E-066   1.3128850E-064   4.5120673E-063   1.3851339E-061   3.7981351E-060   9.3026366E-059   2.0351314E-057   3.9766971E-056   6.9404595E-055   1.0818834E-053   1.5062217E-052   1.8728447E-051   2.0797244E-050   2.0624612E-049   1.8265205E-048   1.4444501E-047   1.0199935E-046   6.4310766E-046   3.6201983E-045   1.8193248E-044   8.1616776E-044   3.2681104E-043   1.1679198E-042   3.7245448E-042   1.0597809E-041   2.6901474E-041   6.0909696E-041   1.2299492E-040   2.2148290E-040   3.5567885E-040   5.0951493E-040   6.5155653E-040   7.4494931E-040   7.6387932E-040   7.0655564E-040   5.9559331E-040   4.6564068E-040   3.4733616E-040   2.5780974E-040   2.0106529E-040   1.7428083E-040   1.7428083E-040   2.0106529E-040   2.5780974E-040   3.4733616E-040   4.6564068E-040   5.9559331E-040   7.0655564E-040   7.6387932E-040   7.4494931E-040   6.5155653E-040   5.0951493E-040   3.5567885E-040   2.2148290E-040   1.2299492E-040   6.0909696E-041   2.6901474E-041   1.0597809E-041   3.7245448E-042   1.1679198E-042   3.2681104E-043   8.1616776E-044   1.8193248E-044   3.6201983E-045   6.4310766E-046   1.0199935E-046   1.4444501E-047   1.8265205E-048   2.0624612E-049   2.0797244E-050   1.8728447E-051   1.5062217E-052   1.0818834E-053   6.9404595E-055   3.9766971E-056   2.0351314E-057   9.3026366E-059   3.7981351E-060   1.3851339E-061   4.5120673E-063   1.3128850E-064   3.4123170E-066   7.9222279E-068   1.6429482E-069   3.0435599E-071   5.0364419E-073   7.4447819E-075   9.8303338E-077   1.1595097E-078   1.2217203E-080   1.1499045E-082
   1.7591769E-080   1.8690191E-078   1.7738204E-076   1.5038198E-074   1.1388605E-072   7.7042786E-071   4.6556252E-069   2.5130792E-067   1.2117518E-065   5.2191202E-064   2.0079526E-062   6.9004592E-061   2.1181964E-059   5.8078159E-058   1.4223673E-056   3.1114020E-055   6.0790841E-054   1.0608378E-052   1.6534027E-051   2.3015255E-050   2.8611955E-049   3.1765766E-048   3.1494494E-047   2.7883977E-046   2.2044399E-045   1.5561128E-044   9.8074385E-044   5.5183657E-043   2.7718517E-042   1.2427775E-041   4.9731822E-041   1.7759895E-040   5.6591660E-040   1.6088110E-039   4.0796937E-039   9.2267265E-039   1.8607951E-038   3.3460620E-038   5.3648356E-038   7.6713069E-038   9.7897550E-038   1.1166737E-037   1.1419610E-037   1.0529752E-037   8.8442092E-038   6.8862492E-038   5.1137044E-038   3.7785172E-038   2.9354735E-038   2.5386023E-038   2.5386023E-038   2.9354735E-038   3.7785172E-038   5.1137044E-038   6.8862492E-038   8.8442092E-038   1.0529752E-037   1.1419610E-037   1.1166737E-037   9.7897550E-038   7.6713069E-038   5.3648356E-038   3.3460620E-038   1.8607951E-038   9.2267265E-039   4.0796937E-039   1.6088110E-039   5.6591660E-040   1.7759895E-040   4.9731822E-041   1.2427775E-041   2.7718517E-042   5.5183657E-043   9.8074385E-044   1.5561128E-044   2.2044399E-045   2.7883977E-046   3.1494494E-047   3.1765766E-048   2.8611955E-049   2.3015255E-050   1.6534027E-051   1.0608378E-052   6.0790841E-054   3.1114020E-055   1.4223673E-056   5.8078159E-058   2.1181964E-059   6.9004592E-061   2.0079526E-062   5.2191202E-064   1.2117518E-065   2.5130792E-067   4.6556252E-069   7.7042786E-071   1.1388605E-072   1.5038198E-074   1.7738204E-076   1.8690191E-078   1.7591769E-080
   2.4041120E-078   2.5541863E-076   2.4240474E-074   2.0550325E-072   1.5562650E-070   1.0527701E-068   6.3616002E-067   3.4338338E-065   1.6556524E-063   7.1307063E-062   2.7432500E-060   9.4267752E-059   2.8934810E-057   7.9328999E-056   1.9426318E-054   4.2490186E-053   8.3007590E-052   1.4483327E-050   2.2569876E-049   3.1411447E-048   3.9041863E-047   4.3335219E-046   4.2953772E-045   3.8018153E-044   3.0046021E-043   2.1201319E-042   1.3356385E-041   7.5115791E-041   3.7709545E-040   1.6896833E-039   6.7568388E-039   2.4110700E-038   7.6761041E-038   2.1800506E-037   5.5221866E-037   1.2473717E-036   2.5121587E-036   4.5103447E-036   7.2189770E-036   1.0302316E-035   1.3118048E-035   1.4925166E-035   1.5218651E-035   1.3985581E-035   1.1701352E-035   9.0707506E-036   6.7034213E-036   4.9290318E-036   3.8132925E-036   3.2895611E-036   3.2895611E-036   3.8132925E-036   4.9290318E-036   6.7034213E-036   9.0707506E-036   1.1701352E-035   1.3985581E-035   1.5218651E-035   1.4925166E-035   1.3118048E-035   1.0302316E-035   7.2189770E-036   4.5103447E-036   2.5121587E-036   1.2473717E-036   5.5221866E-037   2.1800506E-037   7.6761041E-038   2.4110700E-038   6.7568388E-039   1.6896833E-039   3.7709545E-040   7.5115791E-041   1.3356385E-041   2.1201319E-042   3.0046021E-043   3.8018153E-044   4.2953772E-045   4.3335219E-046   3.9041863E-047   3.1411447E-048   2.2569876E-049   1.4483327E-050   8.3007590E-052   4.2490186E-053   1.9426318E-054   7.9328999E-056   2.8934810E-057   9.4267752E-059   2.7432500E-060   7.1307063E-062   1.6556524E-063   3.4338338E-065   6.3616002E-067   1.0527701E-068   1.5562650E-070   2.0550325E-072   2.4240474E-074   2.5541863E-076   2.4041120E-078
   2.9349250E-076   3.1180845E-074   2.9591589E-072   2.5086292E-070   1.8997237E-068   1.2850732E-066   7.7650834E-065   4.1912372E-063   2.0207509E-061   8.7026972E-060   3.3478122E-058   1.1503484E-056   3.5306369E-055   9.6788914E-054   2.3699530E-052   5.1830697E-051   1.0124141E-049   1.7662103E-048   2.7518686E-047   3.8291325E-046   4.7582262E-045   5.2801265E-044   5.2321289E-043   4.6294043E-042   3.6572880E-041   2.5795982E-040   1.6243197E-039   9.1302117E-039   4.5807710E-038   2.0511508E-037   8.1960483E-037   2.9221269E-036   9.2942335E-036   2.6367742E-035   6.6710718E-035   1.5048619E-034   3.0261784E-034   5.4240689E-034   8.6650133E-034   1.2339639E-033   1.5674315E-033   1.7784632E-033   1.8077314E-033   1.6552473E-033   1.3791292E-033   1.0640222E-033   7.8224833E-034   5.7217006E-034   4.4065815E-034   3.7911785E-034   3.7911785E-034   4.4065815E-034   5.7217006E-034   7.8224833E-034   1.0640222E-033   1.3791292E-033   1.6552473E-033   1.8077314E-033   1.7784632E-033   1.5674315E-033   1.2339639E-033   8.6650133E-034   5.4240689E-034   3.0261784E-034   1.5048619E-034   6.6710718E-035   2.6367742E-035   9.2942335E-036   2.9221269E-036   8.1960483E-037   2.0511508E-037   4.5807710E-038   9.1302117E-039   1.6243197E-039   2.5795982E-040   3.6572880E-041   4.6294043E-042   5.2321289E-043   5.2801265E-044   4.7582262E-045   3.8291325E-046   2.7518686E-047   1.7662103E-048   1.0124141E-049   5.1830697E-051   2.3699530E-052   9.6788914E-054   3.5306369E-055   1.1503484E-056   3.3478122E-058   8.7026972E-060   2.0207509E-061   4.1912372E-063   7.7650834E-065   1.2850732E-066   1.8997237E-068   2.5086292E-070   2.9591589E-072   3.1180845E-074   2.9349250E-076
   3.2006346E-074   3.4003159E-072   3.2269389E-070   2.7355747E-068   2.0715268E-066   1.4012452E-064   8.4667435E-063   4.5697671E-061   2.2031463E-059   9.4876780E-058   3.6495471E-056   1.2539346E-054   3.8482336E-053   1.0548517E-051   2.5825976E-050   5.6473966E-049   1.1029496E-047   1.9238320E-046   2.9968811E-045   4.1691525E-044   5.1794673E-043   5.7459569E-042   5.6919109E-041   5.0344032E-040   3.9756178E-039   2.8028318E-038   1.7639659E-037   9.9093343E-037   4.9683836E-036   2.2230611E-035   8.8755656E-035   3.1614360E-034   1.0044862E-033   2.8463897E-033   7.1919723E-033   1.6199928E-032   3.2523711E-032   5.8188260E-032   9.2765759E-032   1.3180081E-031   1.6698257E-031   1.8890342E-031   1.9136221E-031   1.7453888E-031   1.4477309E-031   1.1112767E-031   8.1244099E-032   5.9090551E-032   4.5288078E-032   3.8850860E-032   3.8850860E-032   4.5288078E-032   5.9090551E-032   8.1244099E-032   1.1112767E-031   1.4477309E-031   1.7453888E-031   1.9136221E-031   1.8890342E-031   1.6698257E-031   1.3180081E-031   9.2765759E-032   5.8188260E-032   3.2523711E-032   1.6199928E-032   7.1919723E-033   2.8463897E-033   1.0044862E-033   3.1614360E-034   8.8755656E-035   2.2230611E-035   4.9683836E-036   9.9093343E-037   1.7639659E-037   2.8028318E-038   3.9756178E-039   5.0344032E-040   5.6919109E-041   5.7459569E-042   5.1794673E-043   4.1691525E-044   2.9968811E-045   1.9238320E-046   1.1029496E-047   5.6473966E-049   2.5825976E-050   1.0548517E-051   3.8482336E-053   1.2539346E-054   3.6495471E-056   9.4876780E-058   2.2031463E-059   4.5697671E-061   8.4667435E-063   1.4012452E-064   2.0715268E-066   2.7355747E-068   3.2269389E-070   3.4003159E-072   3.2006346E-074
   3.1179674E-072   3.3124267E-070   3.1434600E-068   2.6647373E-066   2.0178237E-064   1.3648709E-062   8.2466256E-061   4.4507548E-059   2.1456535E-057   9.2395174E-056   3.5538361E-054   1.2209498E-052   3.7466537E-051   1.0268968E-049   2.5138458E-048   5.4962816E-047   1.0732637E-045   1.8717083E-044   2.9150741E-043   4.0543794E-042   5.0355164E-041   5.5845431E-040   5.5300850E-039   4.8893374E-038   3.8593345E-037   2.7194769E-036   1.7105309E-035   9.6029851E-035   4.8113062E-034   2.1510306E-033   8.5801614E-033   3.0530950E-032   9.6895488E-032   2.7421994E-031   6.9188326E-031   1.5559867E-030   3.1183171E-030   5.5679118E-030   8.8568355E-030   1.2552335E-029   1.5858239E-029   1.7882876E-029   1.8049774E-029   1.6394301E-029   1.3533349E-029   1.0331767E-029   7.5084607E-030   5.4281147E-030   4.1385758E-030   3.5393128E-030   3.5393128E-030   4.1385758E-030   5.4281147E-030   7.5084607E-030   1.0331767E-029   1.3533349E-029   1.6394301E-029   1.8049774E-029   1.7882876E-029   1.5858239E-029   1.2552335E-029   8.8568355E-030   5.5679118E-030   3.1183171E-030   1.5559867E-030   6.9188326E-031   2.7421994E-031   9.6895488E-032   3.0530950E-032   8.5801614E-033   2.1510306E-033   4.8113062E-034   9.6029851E-035   1.7105309E-035   2.7194769E-036   3.8593345E-037   4.8893374E-038   5.5300850E-039   5.5845431E-040   5.0355164E-041   4.0543794E-042   2.9150741E-043   1.8717083E-044   1.0732637E-045   5.4962816E-047   2.5138458E-048   1.0268968E-049   3.7466537E-051   1.2209498E-052   3.5538361E-054   9.2395174E-056   2.1456535E-057   4.4507548E-059   8.2466256E-061   1.3648709E-062   2.0178237E-064   2.6647373E-066   3.1434600E-068   3.3124267E-070   3.1179674E-072
   2.7133326E-070   2.8824942E-068   2.7353904E-066   2.3187467E-064   1.7557702E-062   1.1875703E-060   7.1750469E-059   3.8722188E-057   1.8666383E-055   8.0374887E-054   3.0912531E-052   1.0619303E-050   3.2583449E-049   8.9295396E-048   2.1856582E-046   4.7779932E-045   9.3283836E-044   1.6264875E-042   2.5325766E-041   3.5214703E-040   4.3723490E-039   4.8474370E-038   4.7983339E-037   4.2405367E-036   3.3455751E-035   2.3561546E-034   1.4810806E-033   8.3090079E-033   4.1597099E-032   1.8580677E-031   7.4042062E-031   2.6317198E-030   8.3418400E-030   2.3575067E-029   5.9389853E-029   1.3333161E-028   2.6669127E-028   4.7516586E-028   7.5402579E-028   1.0657645E-027   1.3423778E-027   1.5085779E-027   1.5167251E-027   1.3714744E-027   1.1263593E-027   8.5491944E-028   6.1735831E-028   4.4343644E-028   3.3621258E-028   2.8657518E-028   2.8657518E-028   3.3621258E-028   4.4343644E-028   6.1735831E-028   8.5491944E-028   1.1263593E-027   1.3714744E-027   1.5167251E-027   1.5085779E-027   1.3423778E-027   1.0657645E-027   7.5402579E-028   4.7516586E-028   2.6669127E-028   1.3333161E-028   5.9389853E-029   2.3575067E-029   8.3418400E-030   2.6317198E-030   7.4042062E-031   1.8580677E-031   4.1597099E-032   8.3090079E-033   1.4810806E-033   2.3561546E-034   3.3455751E-035   4.2405367E-036   4.7983339E-037   4.8474370E-038   4.3723490E-039   3.5214703E-040   2.5325766E-041   1.6264875E-042   9.3283836E-044   4.7779932E-045   2.1856582E-046   8.9295396E-048   3.2583449E-049   1.0619303E-050   3.0912531E-052   8.0374887E-054   1.8666383E-055   3.8722188E-057   7.1750469E-059   1.1875703E-060   1.7557702E-062   2.3187467E-064   2.7353904E-066   2.8824942E-068   2.7133326E-070
   2.1092596E-068   2.2407079E-066   2.1262988E-064   1.8023726E-062   1.3647186E-060   9.2303134E-059   5.5764873E-057   3.0093415E-055   1.4505866E-053   6.2455621E-052   2.4018647E-050   8.2502535E-049   2.5311587E-047   6.9357795E-046   1.6974001E-044   3.7100015E-043   7.2418762E-042   1.2624081E-040   1.9651815E-039   2.7317448E-038   3.3907048E-037   3.7577456E-036   3.7181279E-035   3.2843495E-034   2.5898056E-033   1.8227959E-032   1.1450314E-031   6.4188179E-031   3.2106632E-030   1.4327591E-029   5.7032084E-029   2.0246656E-028   6.4089425E-028   1.8085056E-027   4.5482673E-027   1.0191782E-026   2.0343064E-026   3.6160961E-026   5.7233671E-026   8.0661171E-026   1.0126563E-025   1.1338567E-025   1.1352331E-025   1.0216390E-025   8.3449229E-026   6.2949632E-026   4.5151343E-026   3.2209617E-026   2.4276932E-026   2.0619600E-026   2.0619600E-026   2.4276932E-026   3.2209617E-026   4.5151343E-026   6.2949632E-026   8.3449229E-026   1.0216390E-025   1.1352331E-025   1.1338567E-025   1.0126563E-025   8.0661171E-026   5.7233671E-026   3.6160961E-026   2.0343064E-026   1.0191782E-026   4.5482673E-027   1.8085056E-027   6.4089425E-028   2.0246656E-028   5.7032084E-029   1.4327591E-029   3.2106632E-030   6.4188179E-031   1.1450314E-031   1.8227959E-032   2.5898056E-033   3.2843495E-034   3.7181279E-035   3.7577456E-036   3.3907048E-037   2.7317448E-038   1.9651815E-039   1.2624081E-040   7.2418762E-042   3.7100015E-043   1.6974001E-044   6.9357795E-046   2.5311587E-047   8.2502535E-049   2.4018647E-050   6.2455621E-052   1.4505866E-053   3.0093415E-055   5.5764873E-057   9.2303134E-059   1.3647186E-060   1.8023726E-062   2.1262988E-064   2.2407079E-066   2.1092596E-068
   1.4647115E-066   1.5559517E-064   1.4764618E-062   1.2514903E-060   9.4756422E-059   6.4085818E-057   3.8715337E-055   2.0891378E-053   1.0069514E-051   4.3351185E-050   1.6670065E-048   5.7254458E-047   1.7563368E-045   4.8119631E-044   1.1774460E-042   2.5730635E-041   5.0215271E-040   8.7514479E-039   1.3619579E-037   1.8926295E-036   2.3483426E-035   2.6015016E-034   2.5729003E-033   2.2715578E-032   1.7901448E-031   1.2591369E-030   7.9036880E-030   4.4269486E-029   2.2122603E-028   9.8618150E-028   3.9209382E-027   1.3901135E-026   4.3938217E-026   1.2378303E-025   3.1073563E-025   6.9487922E-025   1.3838552E-024   2.4536870E-024   3.8726868E-024   5.4408521E-024   6.8068307E-024   7.5915909E-024   7.5670671E-024   6.7755117E-024   5.5025192E-024   4.1238319E-024   2.9368194E-024   2.0798991E-024   1.5578476E-024   1.3181977E-024   1.3181977E-024   1.5578476E-024   2.0798991E-024   2.9368194E-024   4.1238319E-024   5.5025192E-024   6.7755117E-024   7.5670671E-024   7.5915909E-024   6.8068307E-024   5.4408521E-024   3.8726868E-024   2.4536870E-024   1.3838552E-024   6.9487922E-025   3.1073563E-025   1.2378303E-025   4.3938217E-026   1.3901135E-026   3.9209382E-027   9.8618150E-028   2.2122603E-028   4.4269486E-029   7.9036880E-030   1.2591369E-030   1.7901448E-031   2.2715578E-032   2.5729003E-033   2.6015016E-034   2.3483426E-035   1.8926295E-036   1.3619579E-037   8.7514479E-039   5.0215271E-040   2.5730635E-041   1.1774460E-042   4.8119631E-044   1.7563368E-045   5.7254458E-047   1.6670065E-048   4.3351185E-050   1.0069514E-051   2.0891378E-053   3.8715337E-055   6.4085818E-057   9.4756422E-059   1.2514903E-060   1.4764618E-062   1.5559517E-064   1.4647115E-066
   9.0859161E-065   9.6516264E-063   9.1582481E-061   7.7624934E-059   5.8771043E-057   3.9746118E-055   2.4009907E-053   1.2955235E-051   6.2438585E-050   2.6878608E-048   1.0334717E-046   3.5491103E-045   1.0885776E-043   2.9819939E-042   7.2953920E-041   1.5939342E-039   3.1099649E-038   5.4185781E-037   8.4302217E-036   1.1710971E-034   1.4525151E-033   1.6083943E-032   1.5899199E-031   1.4029154E-030   1.1048909E-029   7.7659082E-029   4.8707695E-028   2.7256917E-027   1.3607054E-026   6.0587956E-026   2.4058097E-025   8.5172122E-025   2.6877760E-024   7.5584980E-024   1.8936588E-023   4.2253258E-023   8.3941350E-023   1.4843011E-022   2.3356216E-022   3.2703747E-022   4.0761299E-022   4.5270244E-022   4.4911098E-022   3.9998226E-022   3.2286160E-022   2.4031210E-022   1.6986042E-022   1.1938397E-022   8.8830130E-023   7.4868175E-023   7.4868175E-023   8.8830130E-023   1.1938397E-022   1.6986042E-022   2.4031210E-022   3.2286160E-022   3.9998226E-022   4.4911098E-022   4.5270244E-022   4.0761299E-022   3.2703747E-022   2.3356216E-022   1.4843011E-022   8.3941350E-023   4.2253258E-023   1.8936588E-023   7.5584980E-024   2.6877760E-024   8.5172122E-025   2.4058097E-025   6.0587956E-026   1.3607054E-026   2.7256917E-027   4.8707695E-028   7.7659082E-029   1.1048909E-029   1.4029154E-030   1.5899199E-031   1.6083943E-032   1.4525151E-033   1.1710971E-034   8.4302217E-036   5.4185781E-037   3.1099649E-038   1.5939342E-039   7.2953920E-041   2.9819939E-042   1.0885776E-043   3.5491103E-045   1.0334717E-046   2.6878608E-048   6.2438585E-050   1.2955235E-051   2.4009907E-053   3.9746118E-055   5.8771043E-057   7.7624934E-059   9.1582481E-061   9.6516264E-063   9.0859161E-065
